DIRECTORIO,SECUENCIA_P,TAM_HOGAR,ORDEN,P3271,P6040,P6050,P6070,P6090,P6100,P6110,P6120,P6160,P6170,P3041,P3042,P3042S1,P3042S2,CLASE,P400,P401,P402,P403,P404,P3564,P405,P408,P409,P410,P410S1,P411,P411S1,P412,P412S1,P413,P414,P415,P416,P420,P3131S1,P3131S1A1,P3131S1A2,P3131S2,P3131S2A1,P3131S2A2,P3131S3,P3131S3A1,P3131S3A2,P3132S1,P3132S1A1,P3132S1A2,P3132S2,P3132S2A1,P3132S2A2,P3132S3,P3132S3A1,P3132S3A2,P3133S1,P3133S1A1,P3133S1A2,P3133S2,P3133S2A1,P3133S2A2,P3133S3,P3133S3A1,P3133S3A2,P3134S1,P3134S1A1,P3134S1A2,P3134S2,P3134S2A1,P3134S2A2,P3134S3,P3134S3A1,P3134S3A2,P3135S1,P3135S1A1,P3135S1A2,P3135S2,P3135S2A1,P3135S2A2,P3135S3,P3135S3A1,P3135S3A2,P3136S1,P3136S1A1,P3136S1A2,P3136S2,P3136S2A1,P3136S2A2,P3136S3,P3136S3A1,P3136S3A2,P3137,P3137S1,P3137S2,P3138,P3138S1,P3138S2,P3139,P3139S1,P3139S2,P3141,P3141S1,P3141S2,P3142,P3142S1,P3142S2,P3143,P3143S1,P3143S2,P3144,P3144S1,P3144S2,P3145,P3145S1,P3145S2,P3502,P3502S1,P3502S2,P3503,P3503S1,P3503S2,P3504,P3504S1,P3504S2,P423,RAMA4D_R4,RAMA2D_R4,FEX_C,AREA,OFICIO_C8
8017356,1,4,4,1,12,3,6,1,1,5,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,62.013224443,52,
8020417,1,6,2,1,7,3,,1,1,5,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,53.056317997,52,
8020418,1,5,3,1,15,3,6,1,3,,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,57.623230825,52,
8020419,1,3,3,1,5,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,62.109232124,52,
8020420,1,5,3,2,11,3,6,1,3,,,1,1,1,4,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,2,,,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,81.46192092,52,
8020421,1,5,2,1,15,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,65.665743625,52,
8020423,1,5,3,1,14,3,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,77.74939711,52,
8020423,1,5,4,1,12,3,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,77.74939711,52,
8020424,1,8,4,2,17,8,6,1,1,5,,1,1,1,6,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,81.024172151,52,
8020424,1,8,5,2,14,8,6,1,1,5,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,81.024172151,52,
8020424,1,8,8,2,9,8,,1,3,,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,81.024172151,52,
8020426,1,5,3,1,9,3,,1,3,,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,78.569524179,52,
8020426,1,5,5,1,5,8,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,78.569524179,52,
8020429,1,3,3,1,16,9,6,1,3,,,1,1,1,4,4,,1,1,,,,,1,6,4,,,,,,,,100000,1,24,24,9,1,4,2,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,4111,41,69.11069985,52,9313
8020436,1,3,3,2,7,3,,1,1,5,,1,1,2,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,1,1,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,77.615519546,52,
8020439,1,4,3,2,14,3,6,1,1,5,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.0302051,52,
8020439,1,4,4,2,6,3,,1,1,5,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.0302051,52,
8020441,1,5,3,1,17,3,6,1,3,,,1,1,2,5,0,,1,3,2,,1,,,3,6,,,,,,,,,2,2,2,7,1,4,1,2,,,2,,,1,1,1,2,,,2,,,1,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,1081,10,46.116386973,52,7512
8020441,1,5,4,1,7,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,46.116386973,52,
8020442,1,3,3,2,8,3,,1,1,5,,1,1,2,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,66.527588182,52,
8020446,1,7,5,2,14,8,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,1,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,40.249109832,52,
8020449,1,5,2,2,14,3,6,1,1,5,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,85.415386558,52,
8020449,1,5,3,2,10,3,6,1,1,5,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,3,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,85.415386558,52,
8020450,1,4,4,1,14,8,6,1,3,,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,82.472067959,52,
8020451,1,4,3,1,8,3,,1,1,5,,1,1,2,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,78.485487186,52,
8020451,1,4,4,1,5,3,,2,,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,78.485487186,52,
8020453,1,4,4,1,7,9,,1,1,5,,2,2,,1,0,,1,5,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,82.472067959,52,
8020454,1,2,2,2,11,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,65.417723398,52,
8020456,1,3,3,1,7,9,,1,3,,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,3,,,35.429361538,52,
8020458,1,8,5,1,9,8,,1,3,,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,5,,,51.060696845,52,
8020458,1,8,7,1,12,8,6,1,3,,,1,1,1,4,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,4,2,2,,,2,,,2,,,2,,,2,,,1,3,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,51.060696845,52,
8020458,1,8,8,1,5,8,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,51.060696845,52,
8020459,1,3,3,1,6,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,45.170350635,52,
8020460,1,3,3,1,12,3,6,1,1,5,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,23.382299152,52,
8020461,1,4,4,1,14,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,5,1,2,,,2,,,1,1,2,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,31.840826363,52,
8020464,1,3,2,2,17,3,6,1,3,,,1,1,1,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,21.41278315,52,
8020464,1,3,3,1,11,3,6,1,3,,,1,2,,3,4,,1,6,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,21.41278315,52,
8020465,1,8,7,1,8,8,,1,3,,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,37.875643468,52,
8020470,1,2,2,2,10,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,43.611815599,52,
8020474,1,8,5,1,12,8,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,44.046122009,52,
8020474,1,8,6,1,6,8,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,44.046122009,52,
8020474,1,8,8,1,7,8,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,44.046122009,52,
8020475,1,3,3,2,7,3,,1,1,5,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,58.211639659,52,
8020477,1,3,3,2,13,3,6,1,3,,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,5,1,2,,,2,,,1,1,1,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,51.743679697,52,
8020481,1,3,3,2,13,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,1,1,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,68.991572929,52,
8020482,1,4,4,1,13,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,63.566255753,52,
8020483,1,4,3,2,12,3,6,1,1,5,,1,1,2,4,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,67.974940153,52,
8020483,1,4,4,1,9,3,,1,1,5,,1,1,2,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,67.974940153,52,
8020484,1,4,3,2,11,3,6,1,2,5,,1,1,2,4,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,72.560887869,52,
8020484,1,4,4,2,5,3,,1,2,5,,2,1,2,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,72.560887869,52,
8020491,1,3,3,1,13,3,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,20.007168869,52,
8020492,1,5,4,1,15,3,6,1,3,,,1,1,1,5,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,25.2532255,52,
8020492,1,5,5,2,10,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,25.2532255,52,
8020499,1,4,4,1,6,8,,1,3,,,1,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,39.0295465,52,
8020501,1,3,3,2,15,3,6,1,1,5,,1,1,1,5,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,2,2,,,2,,,1,1,2,2,,,2,,,1,4,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,48.763056625,52,
8020503,1,4,2,2,6,3,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,50.194730617,52,
8020503,1,4,4,1,5,9,,1,1,5,,2,2,,1,0,,1,6,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,50.194730617,52,
8020505,1,3,3,2,17,3,6,1,1,5,,1,1,1,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,2,2,,,2,,,1,3,2,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,51.941456608,52,
8020507,1,4,4,1,14,3,6,1,1,5,,1,1,2,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,80.451042437,52,
8020509,1,3,2,1,13,3,6,1,3,,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,52.375459586,52,
8020511,1,3,3,2,8,3,,1,3,,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,37.14293987,52,
8020515,1,6,3,1,16,3,6,1,1,5,,1,1,2,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,68.242878678,52,
8020515,1,6,4,2,12,3,6,1,1,5,,1,1,2,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,1,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,68.242878678,52,
8020518,1,2,2,1,6,13,,1,3,,,2,2,,1,0,,1,6,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,51.944402001,52,
8020526,1,4,3,2,15,3,6,1,3,,,1,1,1,4,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,58.010752385,52,
8020526,1,4,4,2,11,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,58.010752385,52,
8020528,1,3,3,2,7,8,,1,3,,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,79.264096986,52,
8020531,1,4,3,1,9,3,,1,1,5,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,78.485487186,52,
8020531,1,4,4,1,9,3,,1,1,5,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,78.485487186,52,
